timestamp,site,parameter,regime,trust,value,stage_m,status,imputation_method,n_raw,source_file,datum_assumed
2025-07-29 18:45:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
2025-07-29 19:00:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
2025-07-29 19:15:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
2025-07-29 19:30:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
2025-07-29 19:45:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
2025-07-29 20:00:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
2025-07-29 20:15:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
2025-07-29 20:30:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
2025-07-29 20:45:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
2025-07-29 21:00:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
2025-07-29 21:15:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
2025-07-29 21:30:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
2025-07-29 21:45:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
2025-07-29 22:00:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
2025-07-29 22:15:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
2025-07-29 22:30:00,Kamand,depth,K_depth_A,ok,12.701459843506488,0.6585401564935118,observed,,1,depth_measurements_K.csv,True
2025-07-29 22:45:00,Kamand,depth,K_depth_A,ok,12.7314943712881,0.6285056287118991,observed,,1,depth_measurements_K.csv,True
2025-07-29 23:00:00,Kamand,depth,K_depth_A,ok,12.688720901065304,0.6712790989346953,observed,,1,depth_measurements_K.csv,True
2025-07-29 23:15:00,Kamand,depth,K_depth_A,ok,12.689981484674192,0.6700185153258076,interpolated,linear,0,,True
2025-07-29 23:30:00,Kamand,depth,K_depth_A,ok,12.691242068283081,0.6687579317169181,interpolated,linear,0,,True
2025-07-29 23:45:00,Kamand,depth,K_depth_A,ok,12.692502651891969,0.6674973481080304,interpolated,linear,0,,True
2025-07-30 00:00:00,Kamand,depth,K_depth_A,ok,12.693763235500857,0.6662367644991427,interpolated,linear,0,,True
2025-07-30 00:15:00,Kamand,depth,K_depth_A,ok,12.695023819109746,0.6649761808902532,interpolated,linear,0,,True
2025-07-30 00:30:00,Kamand,depth,K_depth_A,ok,12.696284402718634,0.6637155972813655,observed,,1,depth_measurements_K.csv,True
2025-07-30 00:45:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
2025-07-30 01:00:00,Kamand,depth,K_depth_A,ok,12.724193517291134,0.6358064827088654,observed,,1,depth_measurements_K.csv,True
2025-07-30 01:15:00,Kamand,depth,K_depth_A,ok,12.711701093372074,0.6482989066279252,observed,,1,depth_measurements_K.csv,True
2025-07-30 01:30:00,Kamand,depth,K_depth_A,ok,12.696214030221254,0.6637859697787452,interpolated,linear,0,,True
2025-07-30 01:45:00,Kamand,depth,K_depth_A,ok,12.680726967070433,0.6792730329295669,interpolated,linear,0,,True
2025-07-30 02:00:00,Kamand,depth,K_depth_A,ok,12.665239903919613,0.6947600960803868,observed,,1,depth_measurements_K.csv,True
2025-07-30 02:15:00,Kamand,depth,K_depth_A,ok,12.337694436409937,1.0223055635900629,interpolated,linear,0,,True
