timestamp,method,reason,site,parameter,regime
2025-10-30 11:30:00,linear,short_gap_within_threshold,Kamand,velocity,Kamand_velocity
2025-10-30 11:45:00,linear,short_gap_within_threshold,Kamand,velocity,Kamand_velocity
2025-10-30 13:00:00,linear,short_gap_within_threshold,Kamand,velocity,Kamand_velocity
2025-10-30 13:15:00,linear,short_gap_within_threshold,Kamand,velocity,Kamand_velocity
2025-10-30 13:30:00,linear,short_gap_within_threshold,Kamand,velocity,Kamand_velocity
2025-10-30 14:30:00,linear,short_gap_within_threshold,Kamand,velocity,Kamand_velocity
2025-10-30 14:45:00,linear,short_gap_within_threshold,Kamand,velocity,Kamand_velocity
2025-10-30 15:00:00,linear,short_gap_within_threshold,Kamand,velocity,Kamand_velocity
2025-10-30 15:15:00,linear,short_gap_within_threshold,Kamand,velocity,Kamand_velocity
2025-10-30 16:15:00,linear,short_gap_within_threshold,Kamand,velocity,Kamand_velocity
2025-10-30 16:30:00,linear,short_gap_within_threshold,Kamand,velocity,Kamand_velocity
2025-10-30 16:45:00,linear,short_gap_within_threshold,Kamand,velocity,Kamand_velocity
2025-10-30 18:00:00,linear,short_gap_within_threshold,Kamand,velocity,Kamand_velocity
2025-10-30 18:15:00,linear,short_gap_within_threshold,Kamand,velocity,Kamand_velocity
2025-10-30 18:30:00,linear,short_gap_within_threshold,Kamand,velocity,Kamand_velocity
2025-10-31 11:15:00,linear,short_gap_within_threshold,Kamand,velocity,Kamand_velocity
2025-10-31 11:30:00,linear,short_gap_within_threshold,Kamand,velocity,Kamand_velocity
2025-10-31 11:45:00,linear,short_gap_within_threshold,Kamand,velocity,Kamand_velocity
2025-10-31 13:00:00,linear,short_gap_within_threshold,Kamand,velocity,Kamand_velocity
2025-10-31 13:15:00,linear,short_gap_within_threshold,Kamand,velocity,Kamand_velocity
2025-10-31 13:30:00,linear,short_gap_within_threshold,Kamand,velocity,Kamand_velocity
2025-10-31 13:45:00,linear,short_gap_within_threshold,Kamand,velocity,Kamand_velocity
2025-10-31 14:00:00,linear,short_gap_within_threshold,Kamand,velocity,Kamand_velocity
2025-11-01 15:00:00,linear,short_gap_within_threshold,Kamand,velocity,Kamand_velocity
2025-11-01 15:15:00,linear,short_gap_within_threshold,Kamand,velocity,Kamand_velocity
2025-11-01 15:30:00,linear,short_gap_within_threshold,Kamand,velocity,Kamand_velocity
2025-11-01 16:00:00,linear,short_gap_within_threshold,Kamand,velocity,Kamand_velocity
2025-11-01 16:15:00,linear,short_gap_within_threshold,Kamand,velocity,Kamand_velocity
2025-01-07 00:15:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-01-07 00:30:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-01-07 01:30:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-01-07 01:45:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-01-07 21:45:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-01-07 22:00:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-01-07 22:15:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-02-07 04:30:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-02-07 04:45:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-02-07 22:00:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-02-07 22:15:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-02-07 23:00:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-02-07 23:15:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-02-07 23:30:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-06-30 00:45:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-06-30 01:00:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-06-30 01:15:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-06-30 01:30:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-06-30 22:15:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-06-30 22:30:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-06-30 22:45:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-07-06 08:00:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-07-06 08:15:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-07-06 08:30:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-07-06 08:45:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-07-06 09:00:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-07-21 09:30:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-07-21 09:45:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-07-21 10:00:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-07-24 17:00:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-07-24 17:15:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-07-24 17:30:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-07-28 08:30:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-07-28 08:45:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-07-28 09:00:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-07-30 09:45:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-07-30 10:00:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-07-30 10:15:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-07-30 10:30:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-08-10 09:00:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-08-10 09:15:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-08-10 09:30:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-08-10 09:45:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-08-10 10:00:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-08-10 10:15:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-08-10 11:15:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-08-10 11:30:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-08-10 11:45:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-08-10 12:00:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-08-10 15:00:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-08-10 15:15:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-08-30 11:30:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-08-30 11:45:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-08-30 12:00:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-09-01 01:15:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-09-01 01:30:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-09-01 01:45:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-09-01 03:30:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-09-01 03:45:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-09-01 04:00:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-09-01 04:15:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-09-01 04:45:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-09-01 05:00:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-09-01 05:15:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-09-01 05:30:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-09-05 03:30:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-09-05 03:45:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-09-05 04:00:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-09-05 04:15:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-09-05 04:30:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-09-10 15:00:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-09-10 15:15:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-09-27 20:15:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-09-27 20:30:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-09-27 20:45:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-09-27 21:00:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-09-27 21:15:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-09-27 21:30:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-09-28 05:15:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-09-28 05:30:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-09-28 05:45:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-09-28 06:30:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-09-28 06:45:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-09-28 07:00:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-10-16 02:45:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-10-16 03:00:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-10-16 03:15:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-10-16 03:30:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-11-23 12:30:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-11-23 12:45:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-11-23 13:00:00,linear,short_gap_within_threshold,North,depth,N_depth_main
2025-06-24 18:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-24 18:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-24 19:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-24 19:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-25 03:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-25 03:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-25 03:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-25 04:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-25 04:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-25 04:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-25 04:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-25 05:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-25 05:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-25 05:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-25 06:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-25 06:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-25 06:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-25 18:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-25 19:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-25 19:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-26 05:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-26 05:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-26 05:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-26 06:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-26 06:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-26 06:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-26 06:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-26 11:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-26 11:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-26 12:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-26 12:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-26 18:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-26 19:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-27 14:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-27 15:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-27 15:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-27 15:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-27 15:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-27 16:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-27 16:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-27 16:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-27 17:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-27 17:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-27 17:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-27 19:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-27 19:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-27 19:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-27 19:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-27 20:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-27 20:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-27 20:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-27 21:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-27 21:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-27 21:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-27 21:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-27 22:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-27 22:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-27 22:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-27 23:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-27 23:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-27 23:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-27 23:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 00:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 00:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 00:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 01:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 01:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 01:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 02:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 02:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 02:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 02:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 03:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 03:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 03:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 04:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 04:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 04:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 04:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 05:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 05:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 05:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 06:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 06:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 06:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 06:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 14:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 14:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 14:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 14:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 15:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 15:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 15:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 16:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 16:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 19:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 19:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 19:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 20:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 20:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 20:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 21:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 21:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 21:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 21:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 22:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 22:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 22:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 23:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 23:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 23:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-28 23:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 00:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 00:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 00:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 01:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 01:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 01:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 02:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 02:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 02:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 02:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 03:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 03:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 03:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 04:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 04:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 04:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 04:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 05:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 05:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 05:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 06:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 06:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 06:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 07:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 07:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 07:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 07:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 08:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 08:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 08:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 09:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 09:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 09:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 10:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 10:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 10:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 10:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 19:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 19:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 19:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 19:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 20:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 20:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 20:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 21:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 21:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 21:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 21:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 22:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 22:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 22:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 23:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 23:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 23:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-29 23:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 00:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 00:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 00:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 01:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 01:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 01:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 01:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 02:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 02:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 02:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 03:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 03:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 03:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 04:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 04:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 04:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 04:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 05:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 18:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 19:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 19:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 19:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 19:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 20:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 20:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 20:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 21:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 21:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 21:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 21:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 22:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 22:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 22:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 23:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 23:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 23:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-06-30 23:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-07-01 00:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-07-01 00:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-07-01 00:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-07-01 01:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-07-01 01:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-07-01 01:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-07-01 01:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-07-01 02:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-07-01 02:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-07-01 02:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-07-01 03:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-07-01 03:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-07-01 03:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-07-01 03:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-07-01 04:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-07-01 04:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-07-01 04:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-07-01 05:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-07-01 05:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-07-01 19:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-07-01 19:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-07-01 20:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-07-01 20:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-07-01 20:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-07-01 20:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-07-01 21:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-07-01 21:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-07-01 21:45:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-07-01 22:00:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-07-01 22:15:00,linear,short_gap_within_threshold,North,velocity,North_velocity
2025-07-01 22:30:00,linear,short_gap_within_threshold,North,velocity,North_velocity
